timestamp,mid_price,book_imbalance,book_D
2024-05-01 09:00:00.986609,87145000.0,0.0,1.0
2024-05-01 09:00:01.986611,87126000.0,-113.07960830628872,-2.269238699320204
2024-05-01 09:00:02.986613,87146500.0,-13646.259742677212,0.9251921878970969
2024-05-01 09:00:03.986614,87146500.0,-13646.259742677212,0.41571564739714845
2024-05-01 09:00:04.986615,87144000.0,-14465.03454643488,-1.7827150992462022
2024-05-01 09:00:05.986615,87144000.0,-12647.97480212152,-0.6334360253202165
2024-05-01 09:00:06.986615,87144000.0,-11597.134043008089,-2.0665389416411655
2024-05-01 09:00:07.986615,87144000.0,-6541.843269720674,-0.7572127401292053
2024-05-01 09:00:08.986616,87119000.0,1974.0889216661453,-0.9715469812994246
2024-05-01 09:00:09.986616,87119000.0,1923.0422901064157,-2.1904521617318773
2024-05-01 09:00:10.986617,87118500.0,1854.2897290736437,-1.4906872613011974
2024-05-01 09:00:11.986618,87091500.0,13697.137346237898,-3.050304052622166
2024-05-01 09:00:12.986618,87091500.0,13352.341902405024,-2.961457462371807
2024-05-01 09:00:13.986619,87118500.0,-5202.398731082678,1.4729690732747633
2024-05-01 09:00:14.986619,87118500.0,-4255.552074670792,-0.2896632418225419
2024-05-01 09:00:15.986619,87118500.0,-5206.996838375926,-0.17456804450015706
2024-05-01 09:00:16.986621,87118500.0,3463.329813912511,1.7837323040990922
2024-05-01 09:00:17.986621,87139000.0,-6932.011389970779,1.5328024048506792
2024-05-01 09:00:18.986622,87139000.0,-6088.633547753096,0.6108233691710284
2024-05-01 09:00:19.986623,87151000.0,-1079.3858526200056,0.9651206024464231
2024-05-01 09:00:20.986623,87156500.0,3113.682238742709,-1.3956058832861062
2024-05-01 09:00:21.986623,87156500.0,5260.402062147856,1.2911950667647756
2024-05-01 09:00:22.986625,87181000.0,-14804.628355965018,3.0117967821029303
2024-05-01 09:00:23.986625,87139000.0,23263.95927618444,1.9854067881240884
2024-05-01 09:00:24.986626,87139000.0,23443.303503349423,-0.005041567903216193
2024-05-01 09:00:25.986627,87168000.0,-2188.5833982676268,0.7372766984538657
2024-05-01 09:00:26.986628,87176000.0,2227.3232486248016,1.1427986023297168
2024-05-01 09:00:27.986630,87176000.0,-659.4195825457573,-1.3393173784191297
2024-05-01 09:00:28.986631,87177500.0,1251.4089301079512,-0.5176293992277697
2024-05-01 09:00:29.986633,87179000.0,5964.802815139294,0.5244447755245638
2024-05-01 09:00:30.986634,87291000.0,-44750.15344274044,2.6975487673246543
2024-05-01 09:00:31.986634,87156500.0,58424.249224856496,-1.4779322551364877
2024-05-01 09:00:32.986635,87220000.0,7870.989536896348,-2.1406972949187884
2024-05-01 09:00:33.986635,87185500.0,38376.42944407463,0.8880808499828818
